지역명,규모구분,연도,월,분양가격(제곱미터)
대구,전용면적 85제곱미터초과 102제곱미터이하,2019.0,5.0,4127.0
대구,전용면적 102제곱미터초과,2019.0,5.0,4434.0
광주,모든면적,2019.0,5.0,3516.0
광주,전용면적 60제곱미터이하,2019.0,5.0,3226.0
광주,전용면적 60제곱미터초과 85제곱미터이하,2019.0,5.0,3513.0
광주,전용면적 85제곱미터초과 102제곱미터이하,2019.0,5.0,
광주,전용면적 102제곱미터초과,2019.0,5.0,4881.0
대전,모든면적,2019.0,5.0,3582.0
대전,전용면적 60제곱미터이하,2019.0,5.0,
대전,전용면적 60제곱미터초과 85제곱미터이하,2019.0,5.0,3575.0
대전,전용면적 85제곱미터초과 102제곱미터이하,2019.0,5.0,
대전,전용면적 102제곱미터초과,2019.0,5.0,4505.0
울산,모든면적,2019.0,5.0,
울산,전용면적 60제곱미터이하,2019.0,5.0,
울산,전용면적 60제곱미터초과 85제곱미터이하,2019.0,5.0,
울산,전용면적 85제곱미터초과 102제곱미터이하,2019.0,5.0,
울산,전용면적 102제곱미터초과,2019.0,5.0,
세종,모든면적,2019.0,5.0,3458.0
세종,전용면적 60제곱미터이하,2019.0,5.0,
세종,전용면적 60제곱미터초과 85제곱미터이하,2019.0,5.0,3395.0
세종,전용면적 85제곱미터초과 102제곱미터이하,2019.0,5.0,3510.0
세종,전용면적 102제곱미터초과,2019.0,5.0,3931.0
강원,모든면적,2019.0,5.0,2496.0
강원,전용면적 60제곱미터이하,2019.0,5.0,2523.0
강원,전용면적 60제곱미터초과 85제곱미터이하,2019.0,5.0,2489.0
강원,전용면적 85제곱미터초과 102제곱미터이하,2019.0,5.0,3329.0
강원,전용면적 102제곱미터초과,2019.0,5.0,2574.0
충북,모든면적,2019.0,5.0,2297.0
충북,전용면적 60제곱미터이하,2019.0,5.0,2158.0
충북,전용면적 60제곱미터초과 85제곱미터이하,2019.0,5.0,2314.0
충북,전용면적 85제곱미터초과 102제곱미터이하,2019.0,5.0,2576.0
충북,전용면적 102제곱미터초과,2019.0,5.0,2673.0
충남,모든면적,2019.0,5.0,2702.0
충남,전용면적 60제곱미터이하,2019.0,5.0,2569.0
충남,전용면적 60제곱미터초과 85제곱미터이하,2019.0,5.0,2662.0
충남,전용면적 85제곱미터초과 102제곱미터이하,2019.0,5.0,2657.0
충남,전용면적 102제곱미터초과,2019.0,5.0,2667.0
전북,모든면적,2019.0,5.0,2469.0
전북,전용면적 60제곱미터이하,2019.0,5.0,2397.0
전북,전용면적 60제곱미터초과 85제곱미터이하,2019.0,5.0,2465.0
전북,전용면적 85제곱미터초과 102제곱미터이하,2019.0,5.0,2724.0
전북,전용면적 102제곱미터초과,2019.0,5.0,2634.0
전남,모든면적,2019.0,5.0,2268.0
전남,전용면적 60제곱미터이하,2019.0,5.0,2241.0
전남,전용면적 60제곱미터초과 85제곱미터이하,2019.0,5.0,2266.0
전남,전용면적 85제곱미터초과 102제곱미터이하,2019.0,5.0,2337.0
전남,전용면적 102제곱미터초과,2019.0,5.0,2954.0
경북,모든면적,2019.0,5.0,2539.0
경북,전용면적 60제곱미터이하,2019.0,5.0,2472.0
경북,전용면적 60제곱미터초과 85제곱미터이하,2019.0,5.0,2522.0
경북,전용면적 85제곱미터초과 102제곱미터이하,2019.0,5.0,2667.0
경북,전용면적 102제곱미터초과,2019.0,5.0,3076.0
경남,모든면적,2019.0,5.0,2941.0
경남,전용면적 60제곱미터이하,2019.0,5.0,2937.0
경남,전용면적 60제곱미터초과 85제곱미터이하,2019.0,5.0,2925.0
경남,전용면적 85제곱미터초과 102제곱미터이하,2019.0,5.0,3211.0
경남,전용면적 102제곱미터초과,2019.0,5.0,4303.0
제주,모든면적,2019.0,5.0,3441.0
제주,전용면적 60제곱미터이하,2019.0,5.0,3804.0
제주,전용면적 60제곱미터초과 85제곱미터이하,2019.0,5.0,3475.0
제주,전용면적 85제곱미터초과 102제곱미터이하,2019.0,5.0,3226.0
제주,전용면적 102제곱미터초과,2019.0,5.0,3269.0
서울,모든면적,2019.0,6.0,8100.0
서울,전용면적 60제곱미터이하,2019.0,6.0,8281.0
서울,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,8588.0
서울,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,12728.0
서울,전용면적 102제곱미터초과,2019.0,6.0,8430.0
인천,모든면적,2019.0,6.0,3887.0
인천,전용면적 60제곱미터이하,2019.0,6.0,3822.0
인천,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,3919.0
인천,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,3773.0
인천,전용면적 102제곱미터초과,2019.0,6.0,4808.0
경기,모든면적,2019.0,6.0,4531.0
경기,전용면적 60제곱미터이하,2019.0,6.0,4611.0
경기,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,4551.0
경기,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,5264.0
경기,전용면적 102제곱미터초과,2019.0,6.0,5669.0
부산,모든면적,2019.0,6.0,3906.0
부산,전용면적 60제곱미터이하,2019.0,6.0,3826.0
부산,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,3909.0
부산,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,4323.0
부산,전용면적 102제곱미터초과,2019.0,6.0,4571.0
대구,모든면적,2019.0,6.0,4166.0
대구,전용면적 60제곱미터이하,2019.0,6.0,4080.0
대구,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,4144.0
대구,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,4127.0
대구,전용면적 102제곱미터초과,2019.0,6.0,4458.0
광주,모든면적,2019.0,6.0,3595.0
광주,전용면적 60제곱미터이하,2019.0,6.0,3226.0
광주,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,3589.0
광주,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,
광주,전용면적 102제곱미터초과,2019.0,6.0,4374.0
대전,모든면적,2019.0,6.0,3476.0
대전,전용면적 60제곱미터이하,2019.0,6.0,3334.0
대전,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,3470.0
대전,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,
대전,전용면적 102제곱미터초과,2019.0,6.0,4505.0
울산,모든면적,2019.0,6.0,
울산,전용면적 60제곱미터이하,2019.0,6.0,
울산,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,
울산,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,
울산,전용면적 102제곱미터초과,2019.0,6.0,
세종,모든면적,2019.0,6.0,3458.0
세종,전용면적 60제곱미터이하,2019.0,6.0,
세종,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,3395.0
세종,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,3510.0
세종,전용면적 102제곱미터초과,2019.0,6.0,3931.0
강원,모든면적,2019.0,6.0,2508.0
강원,전용면적 60제곱미터이하,2019.0,6.0,2540.0
강원,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,2500.0
강원,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,3329.0
강원,전용면적 102제곱미터초과,2019.0,6.0,2574.0
충북,모든면적,2019.0,6.0,2327.0
충북,전용면적 60제곱미터이하,2019.0,6.0,2149.0
충북,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,2359.0
충북,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,2576.0
충북,전용면적 102제곱미터초과,2019.0,6.0,2673.0
충남,모든면적,2019.0,6.0,2618.0
충남,전용면적 60제곱미터이하,2019.0,6.0,2507.0
충남,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,2600.0
충남,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,
충남,전용면적 102제곱미터초과,2019.0,6.0,
전북,모든면적,2019.0,6.0,2469.0
전북,전용면적 60제곱미터이하,2019.0,6.0,2397.0
전북,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,2465.0
전북,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,2724.0
전북,전용면적 102제곱미터초과,2019.0,6.0,2634.0
전남,모든면적,2019.0,6.0,2320.0
전남,전용면적 60제곱미터이하,2019.0,6.0,2241.0
전남,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,2316.0
전남,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,2337.0
전남,전용면적 102제곱미터초과,2019.0,6.0,2881.0
경북,모든면적,2019.0,6.0,2539.0
경북,전용면적 60제곱미터이하,2019.0,6.0,2472.0
경북,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,2522.0
경북,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,2667.0
경북,전용면적 102제곱미터초과,2019.0,6.0,3076.0
경남,모든면적,2019.0,6.0,2967.0
경남,전용면적 60제곱미터이하,2019.0,6.0,2937.0
경남,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,2954.0
경남,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,3211.0
경남,전용면적 102제곱미터초과,2019.0,6.0,4303.0
제주,모든면적,2019.0,6.0,3744.0
제주,전용면적 60제곱미터이하,2019.0,6.0,3804.0
제주,전용면적 60제곱미터초과 85제곱미터이하,2019.0,6.0,3791.0
제주,전용면적 85제곱미터초과 102제곱미터이하,2019.0,6.0,3226.0
제주,전용면적 102제곱미터초과,2019.0,6.0,3269.0
서울,모든면적,2019.0,7.0,8067.0
서울,전용면적 60제곱미터이하,2019.0,7.0,8231.0
서울,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,8506.0
서울,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,12728.0
서울,전용면적 102제곱미터초과,2019.0,7.0,8430.0
인천,모든면적,2019.0,7.0,3887.0
인천,전용면적 60제곱미터이하,2019.0,7.0,3822.0
인천,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,3919.0
인천,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,3773.0
인천,전용면적 102제곱미터초과,2019.0,7.0,4808.0
경기,모든면적,2019.0,7.0,4287.0
경기,전용면적 60제곱미터이하,2019.0,7.0,4422.0
경기,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,4281.0
경기,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,5264.0
경기,전용면적 102제곱미터초과,2019.0,7.0,5529.0
부산,모든면적,2019.0,7.0,3872.0
부산,전용면적 60제곱미터이하,2019.0,7.0,3788.0
부산,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,3872.0
부산,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,4323.0
부산,전용면적 102제곱미터초과,2019.0,7.0,4558.0
대구,모든면적,2019.0,7.0,4297.0
대구,전용면적 60제곱미터이하,2019.0,7.0,4191.0
대구,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,4269.0
대구,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,4120.0
대구,전용면적 102제곱미터초과,2019.0,7.0,4824.0
광주,모든면적,2019.0,7.0,3752.0
광주,전용면적 60제곱미터이하,2019.0,7.0,3292.0
광주,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,3750.0
광주,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,
광주,전용면적 102제곱미터초과,2019.0,7.0,4159.0
대전,모든면적,2019.0,7.0,3477.0
대전,전용면적 60제곱미터이하,2019.0,7.0,3416.0
대전,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,3467.0
대전,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,
대전,전용면적 102제곱미터초과,2019.0,7.0,4505.0
울산,모든면적,2019.0,7.0,
울산,전용면적 60제곱미터이하,2019.0,7.0,
울산,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,
울산,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,
울산,전용면적 102제곱미터초과,2019.0,7.0,
세종,모든면적,2019.0,7.0,3458.0
세종,전용면적 60제곱미터이하,2019.0,7.0,
세종,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,3395.0
세종,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,3510.0
세종,전용면적 102제곱미터초과,2019.0,7.0,3931.0
강원,모든면적,2019.0,7.0,2491.0
강원,전용면적 60제곱미터이하,2019.0,7.0,2550.0
강원,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,2475.0
강원,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,3329.0
강원,전용면적 102제곱미터초과,2019.0,7.0,2823.0
충북,모든면적,2019.0,7.0,2290.0
충북,전용면적 60제곱미터이하,2019.0,7.0,2149.0
충북,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,2316.0
충북,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,2576.0
충북,전용면적 102제곱미터초과,2019.0,7.0,2532.0
충남,모든면적,2019.0,7.0,2670.0
충남,전용면적 60제곱미터이하,2019.0,7.0,2545.0
충남,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,2683.0
충남,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,
충남,전용면적 102제곱미터초과,2019.0,7.0,2839.0
전북,모든면적,2019.0,7.0,2488.0
전북,전용면적 60제곱미터이하,2019.0,7.0,2348.0
전북,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,2487.0
전북,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,2724.0
전북,전용면적 102제곱미터초과,2019.0,7.0,2698.0
전남,모든면적,2019.0,7.0,2340.0
전남,전용면적 60제곱미터이하,2019.0,7.0,2365.0
전남,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,2339.0
전남,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,2337.0
전남,전용면적 102제곱미터초과,2019.0,7.0,3003.0
경북,모든면적,2019.0,7.0,2539.0
경북,전용면적 60제곱미터이하,2019.0,7.0,2472.0
경북,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,2522.0
경북,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,2667.0
경북,전용면적 102제곱미터초과,2019.0,7.0,3076.0
경남,모든면적,2019.0,7.0,2967.0
경남,전용면적 60제곱미터이하,2019.0,7.0,2937.0
경남,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,2954.0
경남,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,3211.0
경남,전용면적 102제곱미터초과,2019.0,7.0,4303.0
제주,모든면적,2019.0,7.0,3869.0
제주,전용면적 60제곱미터이하,2019.0,7.0,3804.0
제주,전용면적 60제곱미터초과 85제곱미터이하,2019.0,7.0,3884.0
제주,전용면적 85제곱미터초과 102제곱미터이하,2019.0,7.0,
제주,전용면적 102제곱미터초과,2019.0,7.0,3601.0
서울,모든면적,2019.0,8.0,8093.0
서울,전용면적 60제곱미터이하,2019.0,8.0,8223.0
서울,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,8562.0
서울,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,12728.0
서울,전용면적 102제곱미터초과,2019.0,8.0,8866.0
인천,모든면적,2019.0,8.0,3941.0
인천,전용면적 60제곱미터이하,2019.0,8.0,3782.0
인천,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,3966.0
인천,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,3773.0
인천,전용면적 102제곱미터초과,2019.0,8.0,5188.0
경기,모든면적,2019.0,8.0,4343.0
경기,전용면적 60제곱미터이하,2019.0,8.0,4682.0
경기,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,4314.0
경기,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,5284.0
경기,전용면적 102제곱미터초과,2019.0,8.0,5371.0
부산,모든면적,2019.0,8.0,3931.0
부산,전용면적 60제곱미터이하,2019.0,8.0,3971.0
부산,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,3924.0
부산,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,4474.0
부산,전용면적 102제곱미터초과,2019.0,8.0,4596.0
대구,모든면적,2019.0,8.0,4315.0
대구,전용면적 60제곱미터이하,2019.0,8.0,4283.0
대구,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,4291.0
대구,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,4120.0
대구,전용면적 102제곱미터초과,2019.0,8.0,4840.0
광주,모든면적,2019.0,8.0,3721.0
광주,전용면적 60제곱미터이하,2019.0,8.0,3580.0
광주,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,3720.0
광주,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,
광주,전용면적 102제곱미터초과,2019.0,8.0,4159.0
대전,모든면적,2019.0,8.0,3385.0
대전,전용면적 60제곱미터이하,2019.0,8.0,3416.0
대전,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,3327.0
대전,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,
대전,전용면적 102제곱미터초과,2019.0,8.0,4505.0
울산,모든면적,2019.0,8.0,
울산,전용면적 60제곱미터이하,2019.0,8.0,
울산,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,
울산,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,
울산,전용면적 102제곱미터초과,2019.0,8.0,
세종,모든면적,2019.0,8.0,3458.0
세종,전용면적 60제곱미터이하,2019.0,8.0,
세종,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,3395.0
세종,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,3510.0
세종,전용면적 102제곱미터초과,2019.0,8.0,3931.0
강원,모든면적,2019.0,8.0,2492.0
강원,전용면적 60제곱미터이하,2019.0,8.0,2574.0
강원,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,2476.0
강원,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,3329.0
강원,전용면적 102제곱미터초과,2019.0,8.0,2823.0
충북,모든면적,2019.0,8.0,2239.0
충북,전용면적 60제곱미터이하,2019.0,8.0,2124.0
충북,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,2261.0
충북,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,2576.0
충북,전용면적 102제곱미터초과,2019.0,8.0,2532.0
충남,모든면적,2019.0,8.0,2641.0
충남,전용면적 60제곱미터이하,2019.0,8.0,2595.0
충남,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,2656.0
충남,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,
충남,전용면적 102제곱미터초과,2019.0,8.0,2835.0
전북,모든면적,2019.0,8.0,2630.0
전북,전용면적 60제곱미터이하,2019.0,8.0,2348.0
전북,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,2630.0
전북,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,2724.0
전북,전용면적 102제곱미터초과,2019.0,8.0,2698.0
전남,모든면적,2019.0,8.0,2344.0
전남,전용면적 60제곱미터이하,2019.0,8.0,2465.0
전남,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,2339.0
전남,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,2337.0
전남,전용면적 102제곱미터초과,2019.0,8.0,3003.0
경북,모든면적,2019.0,8.0,2631.0
경북,전용면적 60제곱미터이하,2019.0,8.0,2578.0
경북,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,2599.0
경북,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,2667.0
경북,전용면적 102제곱미터초과,2019.0,8.0,3183.0
경남,모든면적,2019.0,8.0,2977.0
경남,전용면적 60제곱미터이하,2019.0,8.0,2730.0
경남,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,2958.0
경남,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,3211.0
경남,전용면적 102제곱미터초과,2019.0,8.0,4303.0
제주,모든면적,2019.0,8.0,3869.0
제주,전용면적 60제곱미터이하,2019.0,8.0,3804.0
제주,전용면적 60제곱미터초과 85제곱미터이하,2019.0,8.0,3884.0
제주,전용면적 85제곱미터초과 102제곱미터이하,2019.0,8.0,
제주,전용면적 102제곱미터초과,2019.0,8.0,3601.0
서울,모든면적,2019.0,9.0,8085.0
서울,전용면적 60제곱미터이하,2019.0,9.0,8205.0
서울,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,8572.0
서울,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,12728.0
서울,전용면적 102제곱미터초과,2019.0,9.0,8972.0
인천,모든면적,2019.0,9.0,3941.0
인천,전용면적 60제곱미터이하,2019.0,9.0,3782.0
인천,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,3966.0
인천,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,3773.0
인천,전용면적 102제곱미터초과,2019.0,9.0,5188.0
경기,모든면적,2019.0,9.0,4441.0
경기,전용면적 60제곱미터이하,2019.0,9.0,4818.0
경기,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,4428.0
경기,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,5284.0
경기,전용면적 102제곱미터초과,2019.0,9.0,5371.0
부산,모든면적,2019.0,9.0,4023.0
부산,전용면적 60제곱미터이하,2019.0,9.0,3921.0
부산,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,4019.0
부산,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,4420.0
부산,전용면적 102제곱미터초과,2019.0,9.0,4552.0
대구,모든면적,2019.0,9.0,4358.0
대구,전용면적 60제곱미터이하,2019.0,9.0,4354.0
대구,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,4334.0
대구,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,4450.0
대구,전용면적 102제곱미터초과,2019.0,9.0,4881.0
광주,모든면적,2019.0,9.0,3721.0
광주,전용면적 60제곱미터이하,2019.0,9.0,3580.0
광주,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,3720.0
광주,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,
광주,전용면적 102제곱미터초과,2019.0,9.0,4159.0
대전,모든면적,2019.0,9.0,3442.0
대전,전용면적 60제곱미터이하,2019.0,9.0,3611.0
대전,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,3369.0
대전,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,
대전,전용면적 102제곱미터초과,2019.0,9.0,4500.0
울산,모든면적,2019.0,9.0,2725.0
울산,전용면적 60제곱미터이하,2019.0,9.0,2755.0
울산,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,2716.0
울산,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,
울산,전용면적 102제곱미터초과,2019.0,9.0,
세종,모든면적,2019.0,9.0,3458.0
세종,전용면적 60제곱미터이하,2019.0,9.0,
세종,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,3395.0
세종,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,3510.0
세종,전용면적 102제곱미터초과,2019.0,9.0,3931.0
강원,모든면적,2019.0,9.0,2482.0
강원,전용면적 60제곱미터이하,2019.0,9.0,2547.0
강원,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,2458.0
강원,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,3329.0
강원,전용면적 102제곱미터초과,2019.0,9.0,3233.0
충북,모든면적,2019.0,9.0,2263.0
충북,전용면적 60제곱미터이하,2019.0,9.0,2303.0
충북,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,2284.0
충북,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,2576.0
충북,전용면적 102제곱미터초과,2019.0,9.0,2532.0
충남,모든면적,2019.0,9.0,2583.0
충남,전용면적 60제곱미터이하,2019.0,9.0,2366.0
충남,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,2615.0
충남,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,
충남,전용면적 102제곱미터초과,2019.0,9.0,2835.0
전북,모든면적,2019.0,9.0,2630.0
전북,전용면적 60제곱미터이하,2019.0,9.0,2348.0
전북,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,2630.0
전북,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,2724.0
전북,전용면적 102제곱미터초과,2019.0,9.0,2698.0
전남,모든면적,2019.0,9.0,2481.0
전남,전용면적 60제곱미터이하,2019.0,9.0,2465.0
전남,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,2481.0
전남,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,2337.0
전남,전용면적 102제곱미터초과,2019.0,9.0,3053.0
경북,모든면적,2019.0,9.0,2658.0
경북,전용면적 60제곱미터이하,2019.0,9.0,2578.0
경북,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,2638.0
경북,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,2726.0
경북,전용면적 102제곱미터초과,2019.0,9.0,3362.0
경남,모든면적,2019.0,9.0,2995.0
경남,전용면적 60제곱미터이하,2019.0,9.0,
경남,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,2970.0
경남,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,3211.0
경남,전용면적 102제곱미터초과,2019.0,9.0,4303.0
제주,모든면적,2019.0,9.0,3869.0
제주,전용면적 60제곱미터이하,2019.0,9.0,3804.0
제주,전용면적 60제곱미터초과 85제곱미터이하,2019.0,9.0,3884.0
제주,전용면적 85제곱미터초과 102제곱미터이하,2019.0,9.0,
제주,전용면적 102제곱미터초과,2019.0,9.0,3601.0
서울,모든면적,2019.0,10.0,8091.0
서울,전용면적 60제곱미터이하,2019.0,10.0,8230.0
서울,전용면적 60제곱미터초과 85제곱미터이하,2019.0,10.0,8574.0
서울,전용면적 85제곱미터초과 102제곱미터이하,2019.0,10.0,12728.0
서울,전용면적 102제곱미터초과,2019.0,10.0,8903.0
인천,모든면적,2019.0,10.0,3947.0
인천,전용면적 60제곱미터이하,2019.0,10.0,3866.0
인천,전용면적 60제곱미터초과 85제곱미터이하,2019.0,10.0,3956.0
인천,전용면적 85제곱미터초과 102제곱미터이하,2019.0,10.0,3881.0
인천,전용면적 102제곱미터초과,2019.0,10.0,5185.0
경기,모든면적,2019.0,10.0,4421.0
경기,전용면적 60제곱미터이하,2019.0,10.0,4876.0
경기,전용면적 60제곱미터초과 85제곱미터이하,2019.0,10.0,4353.0
경기,전용면적 85제곱미터초과 102제곱미터이하,2019.0,10.0,5284.0
경기,전용면적 102제곱미터초과,2019.0,10.0,5292.0
부산,모든면적,2019.0,10.0,4040.0
부산,전용면적 60제곱미터이하,2019.0,10.0,3860.0
부산,전용면적 60제곱미터초과 85제곱미터이하,2019.0,10.0,4056.0
부산,전용면적 85제곱미터초과 102제곱미터이하,2019.0,10.0,4401.0
부산,전용면적 102제곱미터초과,2019.0,10.0,4433.0
대구,모든면적,2019.0,10.0,4405.0
대구,전용면적 60제곱미터이하,2019.0,10.0,4354.0
대구,전용면적 60제곱미터초과 85제곱미터이하,2019.0,10.0,4385.0
대구,전용면적 85제곱미터초과 102제곱미터이하,2019.0,10.0,4450.0
대구,전용면적 102제곱미터초과,2019.0,10.0,4830.0
광주,모든면적,2019.0,10.0,3771.0
광주,전용면적 60제곱미터이하,2019.0,10.0,3647.0
광주,전용면적 60제곱미터초과 85제곱미터이하,2019.0,10.0,3771.0
광주,전용면적 85제곱미터초과 102제곱미터이하,2019.0,10.0,
