지역명,규모구분,연도,월,분양가격(제곱미터)
경남,전용면적 60제곱미터이하,2016.0,12.0,2478.0
경남,전용면적 60제곱미터초과 85제곱미터이하,2016.0,12.0,2380.0
경남,전용면적 85제곱미터초과 102제곱미터이하,2016.0,12.0,2872.0
경남,전용면적 102제곱미터초과,2016.0,12.0,2621.0
제주,모든면적,2016.0,12.0,3132.0
제주,전용면적 60제곱미터이하,2016.0,12.0,4091.0
제주,전용면적 60제곱미터초과 85제곱미터이하,2016.0,12.0,3048.0
제주,전용면적 85제곱미터초과 102제곱미터이하,2016.0,12.0,3157.0
제주,전용면적 102제곱미터초과,2016.0,12.0,3082.0
서울,모든면적,2017.0,1.0,6450.0
서울,전용면적 60제곱미터이하,2017.0,1.0,6662.0
서울,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,6500.0
서울,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,7030.0
서울,전용면적 102제곱미터초과,2017.0,1.0,6771.0
인천,모든면적,2017.0,1.0,3132.0
인천,전용면적 60제곱미터이하,2017.0,1.0,3181.0
인천,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,3137.0
인천,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,3275.0
인천,전용면적 102제곱미터초과,2017.0,1.0,4201.0
경기,모든면적,2017.0,1.0,3554.0
경기,전용면적 60제곱미터이하,2017.0,1.0,3609.0
경기,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,3508.0
경기,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,3360.0
경기,전용면적 102제곱미터초과,2017.0,1.0,4229.0
부산,모든면적,2017.0,1.0,3244.0
부산,전용면적 60제곱미터이하,2017.0,1.0,3030.0
부산,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,3240.0
부산,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,3354.0
부산,전용면적 102제곱미터초과,2017.0,1.0,4214.0
대구,모든면적,2017.0,1.0,3121.0
대구,전용면적 60제곱미터이하,2017.0,1.0,3608.0
대구,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,3129.0
대구,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,3045.0
대구,전용면적 102제곱미터초과,2017.0,1.0,5014.0
광주,모든면적,2017.0,1.0,2778.0
광주,전용면적 60제곱미터이하,2017.0,1.0,2557.0
광주,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,2790.0
광주,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,2817.0
광주,전용면적 102제곱미터초과,2017.0,1.0,3273.0
대전,모든면적,2017.0,1.0,2685.0
대전,전용면적 60제곱미터이하,2017.0,1.0,2671.0
대전,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,2660.0
대전,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,2600.0
대전,전용면적 102제곱미터초과,2017.0,1.0,4328.0
울산,모든면적,2017.0,1.0,3260.0
울산,전용면적 60제곱미터이하,2017.0,1.0,2858.0
울산,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,3272.0
울산,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,
울산,전용면적 102제곱미터초과,2017.0,1.0,3177.0
세종,모든면적,2017.0,1.0,2705.0
세종,전용면적 60제곱미터이하,2017.0,1.0,2769.0
세종,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,2706.0
세종,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,2676.0
세종,전용면적 102제곱미터초과,2017.0,1.0,2673.0
강원,모든면적,2017.0,1.0,2085.0
강원,전용면적 60제곱미터이하,2017.0,1.0,2084.0
강원,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,2083.0
강원,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,2213.0
강원,전용면적 102제곱미터초과,2017.0,1.0,2246.0
충북,모든면적,2017.0,1.0,2105.0
충북,전용면적 60제곱미터이하,2017.0,1.0,2142.0
충북,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,2124.0
충북,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,2855.0
충북,전용면적 102제곱미터초과,2017.0,1.0,2362.0
충남,모든면적,2017.0,1.0,2235.0
충남,전용면적 60제곱미터이하,2017.0,1.0,2335.0
충남,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,2236.0
충남,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,2963.0
충남,전용면적 102제곱미터초과,2017.0,1.0,2679.0
전북,모든면적,2017.0,1.0,2006.0
전북,전용면적 60제곱미터이하,2017.0,1.0,2315.0
전북,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,2004.0
전북,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,2305.0
전북,전용면적 102제곱미터초과,2017.0,1.0,2321.0
전남,모든면적,2017.0,1.0,2078.0
전남,전용면적 60제곱미터이하,2017.0,1.0,2058.0
전남,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,2074.0
전남,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,2467.0
전남,전용면적 102제곱미터초과,2017.0,1.0,2319.0
경북,모든면적,2017.0,1.0,2312.0
경북,전용면적 60제곱미터이하,2017.0,1.0,2328.0
경북,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,2315.0
경북,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,2690.0
경북,전용면적 102제곱미터초과,2017.0,1.0,2540.0
경남,모든면적,2017.0,1.0,2390.0
경남,전용면적 60제곱미터이하,2017.0,1.0,2478.0
경남,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,2382.0
경남,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,2872.0
경남,전용면적 102제곱미터초과,2017.0,1.0,2623.0
제주,모든면적,2017.0,1.0,3124.0
제주,전용면적 60제곱미터이하,2017.0,1.0,4091.0
제주,전용면적 60제곱미터초과 85제곱미터이하,2017.0,1.0,3036.0
제주,전용면적 85제곱미터초과 102제곱미터이하,2017.0,1.0,3157.0
제주,전용면적 102제곱미터초과,2017.0,1.0,3082.0
서울,모든면적,2017.0,2.0,6464.0
서울,전용면적 60제곱미터이하,2017.0,2.0,6668.0
서울,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,6522.0
서울,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,6655.0
서울,전용면적 102제곱미터초과,2017.0,2.0,6893.0
인천,모든면적,2017.0,2.0,3167.0
인천,전용면적 60제곱미터이하,2017.0,2.0,3197.0
인천,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,3171.0
인천,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,3275.0
인천,전용면적 102제곱미터초과,2017.0,2.0,4201.0
경기,모든면적,2017.0,2.0,3607.0
경기,전용면적 60제곱미터이하,2017.0,2.0,3652.0
경기,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,3562.0
경기,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,3454.0
경기,전용면적 102제곱미터초과,2017.0,2.0,4296.0
부산,모든면적,2017.0,2.0,3243.0
부산,전용면적 60제곱미터이하,2017.0,2.0,3030.0
부산,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,3239.0
부산,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,3354.0
부산,전용면적 102제곱미터초과,2017.0,2.0,4214.0
대구,모든면적,2017.0,2.0,3158.0
대구,전용면적 60제곱미터이하,2017.0,2.0,3608.0
대구,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,3167.0
대구,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,3045.0
대구,전용면적 102제곱미터초과,2017.0,2.0,5014.0
광주,모든면적,2017.0,2.0,2778.0
광주,전용면적 60제곱미터이하,2017.0,2.0,2557.0
광주,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,2790.0
광주,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,2817.0
광주,전용면적 102제곱미터초과,2017.0,2.0,3273.0
대전,모든면적,2017.0,2.0,2721.0
대전,전용면적 60제곱미터이하,2017.0,2.0,2776.0
대전,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,2681.0
대전,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,2600.0
대전,전용면적 102제곱미터초과,2017.0,2.0,4328.0
울산,모든면적,2017.0,2.0,3263.0
울산,전용면적 60제곱미터이하,2017.0,2.0,2858.0
울산,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,3274.0
울산,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,
울산,전용면적 102제곱미터초과,2017.0,2.0,3177.0
세종,모든면적,2017.0,2.0,2705.0
세종,전용면적 60제곱미터이하,2017.0,2.0,2769.0
세종,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,2706.0
세종,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,2676.0
세종,전용면적 102제곱미터초과,2017.0,2.0,2673.0
강원,모든면적,2017.0,2.0,2090.0
강원,전용면적 60제곱미터이하,2017.0,2.0,2082.0
강원,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,2090.0
강원,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,2221.0
강원,전용면적 102제곱미터초과,2017.0,2.0,2251.0
충북,모든면적,2017.0,2.0,2044.0
충북,전용면적 60제곱미터이하,2017.0,2.0,2049.0
충북,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,2061.0
충북,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,2855.0
충북,전용면적 102제곱미터초과,2017.0,2.0,2358.0
충남,모든면적,2017.0,2.0,2236.0
충남,전용면적 60제곱미터이하,2017.0,2.0,2335.0
충남,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,2238.0
충남,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,2963.0
충남,전용면적 102제곱미터초과,2017.0,2.0,2679.0
전북,모든면적,2017.0,2.0,2009.0
전북,전용면적 60제곱미터이하,2017.0,2.0,2346.0
전북,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,1987.0
전북,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,2305.0
전북,전용면적 102제곱미터초과,2017.0,2.0,2300.0
전남,모든면적,2017.0,2.0,2093.0
전남,전용면적 60제곱미터이하,2017.0,2.0,2058.0
전남,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,2096.0
전남,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,2467.0
전남,전용면적 102제곱미터초과,2017.0,2.0,2319.0
경북,모든면적,2017.0,2.0,2307.0
경북,전용면적 60제곱미터이하,2017.0,2.0,2340.0
경북,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,2306.0
경북,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,2690.0
경북,전용면적 102제곱미터초과,2017.0,2.0,2540.0
경남,모든면적,2017.0,2.0,2384.0
경남,전용면적 60제곱미터이하,2017.0,2.0,2575.0
경남,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,2375.0
경남,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,2872.0
경남,전용면적 102제곱미터초과,2017.0,2.0,2716.0
제주,모든면적,2017.0,2.0,3134.0
제주,전용면적 60제곱미터이하,2017.0,2.0,4038.0
제주,전용면적 60제곱미터초과 85제곱미터이하,2017.0,2.0,3042.0
제주,전용면적 85제곱미터초과 102제곱미터이하,2017.0,2.0,3157.0
제주,전용면적 102제곱미터초과,2017.0,2.0,3082.0
서울,모든면적,2017.0,3.0,6370.0
서울,전용면적 60제곱미터이하,2017.0,3.0,6570.0
서울,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,6420.0
서울,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,6457.0
서울,전용면적 102제곱미터초과,2017.0,3.0,6709.0
인천,모든면적,2017.0,3.0,3179.0
인천,전용면적 60제곱미터이하,2017.0,3.0,3268.0
인천,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,3177.0
인천,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,3275.0
인천,전용면적 102제곱미터초과,2017.0,3.0,4201.0
경기,모든면적,2017.0,3.0,3632.0
경기,전용면적 60제곱미터이하,2017.0,3.0,3773.0
경기,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,3585.0
경기,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,3527.0
경기,전용면적 102제곱미터초과,2017.0,3.0,4321.0
부산,모든면적,2017.0,3.0,3290.0
부산,전용면적 60제곱미터이하,2017.0,3.0,3123.0
부산,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,3273.0
부산,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,3354.0
부산,전용면적 102제곱미터초과,2017.0,3.0,3931.0
대구,모든면적,2017.0,3.0,3200.0
대구,전용면적 60제곱미터이하,2017.0,3.0,3848.0
대구,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,3208.0
대구,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,3216.0
대구,전용면적 102제곱미터초과,2017.0,3.0,5014.0
광주,모든면적,2017.0,3.0,2783.0
광주,전용면적 60제곱미터이하,2017.0,3.0,2448.0
광주,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,2798.0
광주,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,2817.0
광주,전용면적 102제곱미터초과,2017.0,3.0,3273.0
대전,모든면적,2017.0,3.0,2721.0
대전,전용면적 60제곱미터이하,2017.0,3.0,2776.0
대전,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,2681.0
대전,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,2600.0
대전,전용면적 102제곱미터초과,2017.0,3.0,4328.0
울산,모든면적,2017.0,3.0,3263.0
울산,전용면적 60제곱미터이하,2017.0,3.0,2858.0
울산,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,3274.0
울산,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,
울산,전용면적 102제곱미터초과,2017.0,3.0,3177.0
세종,모든면적,2017.0,3.0,2705.0
세종,전용면적 60제곱미터이하,2017.0,3.0,2769.0
세종,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,2706.0
세종,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,2676.0
세종,전용면적 102제곱미터초과,2017.0,3.0,2673.0
강원,모든면적,2017.0,3.0,2068.0
강원,전용면적 60제곱미터이하,2017.0,3.0,2072.0
강원,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,2070.0
강원,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,2221.0
강원,전용면적 102제곱미터초과,2017.0,3.0,2251.0
충북,모든면적,2017.0,3.0,1976.0
충북,전용면적 60제곱미터이하,2017.0,3.0,2155.0
충북,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,1983.0
충북,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,2855.0
충북,전용면적 102제곱미터초과,2017.0,3.0,2358.0
충남,모든면적,2017.0,3.0,2237.0
충남,전용면적 60제곱미터이하,2017.0,3.0,2335.0
충남,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,2239.0
충남,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,2963.0
충남,전용면적 102제곱미터초과,2017.0,3.0,2679.0
전북,모든면적,2017.0,3.0,2044.0
전북,전용면적 60제곱미터이하,2017.0,3.0,2350.0
전북,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,2040.0
전북,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,2321.0
전북,전용면적 102제곱미터초과,2017.0,3.0,2315.0
전남,모든면적,2017.0,3.0,2090.0
전남,전용면적 60제곱미터이하,2017.0,3.0,2151.0
전남,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,2094.0
전남,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,2379.0
전남,전용면적 102제곱미터초과,2017.0,3.0,2307.0
경북,모든면적,2017.0,3.0,2291.0
경북,전용면적 60제곱미터이하,2017.0,3.0,2342.0
경북,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,2286.0
경북,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,2690.0
경북,전용면적 102제곱미터초과,2017.0,3.0,2606.0
경남,모든면적,2017.0,3.0,2407.0
경남,전용면적 60제곱미터이하,2017.0,3.0,2520.0
경남,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,2397.0
경남,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,2872.0
경남,전용면적 102제곱미터초과,2017.0,3.0,2657.0
제주,모든면적,2017.0,3.0,3097.0
제주,전용면적 60제곱미터이하,2017.0,3.0,4038.0
제주,전용면적 60제곱미터초과 85제곱미터이하,2017.0,3.0,3038.0
제주,전용면적 85제곱미터초과 102제곱미터이하,2017.0,3.0,3157.0
제주,전용면적 102제곱미터초과,2017.0,3.0,3082.0
서울,모든면적,2017.0,4.0,6366.0
서울,전용면적 60제곱미터이하,2017.0,4.0,6570.0
서울,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,6414.0
서울,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,6457.0
서울,전용면적 102제곱미터초과,2017.0,4.0,6712.0
인천,모든면적,2017.0,4.0,3179.0
인천,전용면적 60제곱미터이하,2017.0,4.0,3268.0
인천,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,3177.0
인천,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,3275.0
인천,전용면적 102제곱미터초과,2017.0,4.0,4201.0
경기,모든면적,2017.0,4.0,3604.0
경기,전용면적 60제곱미터이하,2017.0,4.0,3812.0
경기,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,3552.0
경기,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,3608.0
경기,전용면적 102제곱미터초과,2017.0,4.0,4273.0
부산,모든면적,2017.0,4.0,3289.0
부산,전용면적 60제곱미터이하,2017.0,4.0,3089.0
부산,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,3307.0
부산,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,3354.0
부산,전용면적 102제곱미터초과,2017.0,4.0,3931.0
대구,모든면적,2017.0,4.0,3179.0
대구,전용면적 60제곱미터이하,2017.0,4.0,3848.0
대구,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,3182.0
대구,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,3216.0
대구,전용면적 102제곱미터초과,2017.0,4.0,4712.0
광주,모든면적,2017.0,4.0,2854.0
광주,전용면적 60제곱미터이하,2017.0,4.0,2448.0
광주,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,2852.0
광주,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,2880.0
광주,전용면적 102제곱미터초과,2017.0,4.0,3358.0
대전,모든면적,2017.0,4.0,2739.0
대전,전용면적 60제곱미터이하,2017.0,4.0,2849.0
대전,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,2685.0
대전,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,2600.0
대전,전용면적 102제곱미터초과,2017.0,4.0,4328.0
울산,모든면적,2017.0,4.0,3578.0
울산,전용면적 60제곱미터이하,2017.0,4.0,2904.0
울산,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,3591.0
울산,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,
울산,전용면적 102제곱미터초과,2017.0,4.0,3137.0
세종,모든면적,2017.0,4.0,2729.0
세종,전용면적 60제곱미터이하,2017.0,4.0,2769.0
세종,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,2698.0
세종,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,2787.0
세종,전용면적 102제곱미터초과,2017.0,4.0,2713.0
강원,모든면적,2017.0,4.0,2068.0
강원,전용면적 60제곱미터이하,2017.0,4.0,2072.0
강원,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,2070.0
강원,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,2221.0
강원,전용면적 102제곱미터초과,2017.0,4.0,2251.0
충북,모든면적,2017.0,4.0,2040.0
충북,전용면적 60제곱미터이하,2017.0,4.0,2155.0
충북,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,2045.0
충북,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,2563.0
충북,전용면적 102제곱미터초과,2017.0,4.0,2333.0
충남,모든면적,2017.0,4.0,2221.0
충남,전용면적 60제곱미터이하,2017.0,4.0,2330.0
충남,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,2228.0
충남,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,2963.0
충남,전용면적 102제곱미터초과,2017.0,4.0,2758.0
전북,모든면적,2017.0,4.0,2105.0
전북,전용면적 60제곱미터이하,2017.0,4.0,2350.0
전북,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,2101.0
전북,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,2321.0
전북,전용면적 102제곱미터초과,2017.0,4.0,2315.0
전남,모든면적,2017.0,4.0,2106.0
전남,전용면적 60제곱미터이하,2017.0,4.0,2151.0
전남,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,2110.0
전남,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,2379.0
전남,전용면적 102제곱미터초과,2017.0,4.0,2307.0
경북,모든면적,2017.0,4.0,2318.0
경북,전용면적 60제곱미터이하,2017.0,4.0,2390.0
경북,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,2307.0
경북,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,2690.0
경북,전용면적 102제곱미터초과,2017.0,4.0,2606.0
경남,모든면적,2017.0,4.0,2401.0
경남,전용면적 60제곱미터이하,2017.0,4.0,2554.0
경남,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,2391.0
경남,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,2872.0
경남,전용면적 102제곱미터초과,2017.0,4.0,2659.0
제주,모든면적,2017.0,4.0,3323.0
제주,전용면적 60제곱미터이하,2017.0,4.0,4630.0
제주,전용면적 60제곱미터초과 85제곱미터이하,2017.0,4.0,3196.0
제주,전용면적 85제곱미터초과 102제곱미터이하,2017.0,4.0,3271.0
제주,전용면적 102제곱미터초과,2017.0,4.0,3830.0
서울,모든면적,2017.0,5.0,6400.0
서울,전용면적 60제곱미터이하,2017.0,5.0,6592.0
서울,전용면적 60제곱미터초과 85제곱미터이하,2017.0,5.0,6461.0
서울,전용면적 85제곱미터초과 102제곱미터이하,2017.0,5.0,6408.0
서울,전용면적 102제곱미터초과,2017.0,5.0,6675.0
인천,모든면적,2017.0,5.0,3291.0
인천,전용면적 60제곱미터이하,2017.0,5.0,3268.0
인천,전용면적 60제곱미터초과 85제곱미터이하,2017.0,5.0,3290.0
인천,전용면적 85제곱미터초과 102제곱미터이하,2017.0,5.0,3392.0
인천,전용면적 102제곱미터초과,2017.0,5.0,4256.0
경기,모든면적,2017.0,5.0,3474.0
경기,전용면적 60제곱미터이하,2017.0,5.0,3628.0
경기,전용면적 60제곱미터초과 85제곱미터이하,2017.0,5.0,3462.0
경기,전용면적 85제곱미터초과 102제곱미터이하,2017.0,5.0,3591.0
경기,전용면적 102제곱미터초과,2017.0,5.0,4045.0
부산,모든면적,2017.0,5.0,3549.0
부산,전용면적 60제곱미터이하,2017.0,5.0,3136.0
부산,전용면적 60제곱미터초과 85제곱미터이하,2017.0,5.0,3626.0
부산,전용면적 85제곱미터초과 102제곱미터이하,2017.0,5.0,3013.0
부산,전용면적 102제곱미터초과,2017.0,5.0,3928.0
대구,모든면적,2017.0,5.0,3179.0
대구,전용면적 60제곱미터이하,2017.0,5.0,3848.0
대구,전용면적 60제곱미터초과 85제곱미터이하,2017.0,5.0,3182.0
대구,전용면적 85제곱미터초과 102제곱미터이하,2017.0,5.0,3216.0
대구,전용면적 102제곱미터초과,2017.0,5.0,4712.0
광주,모든면적,2017.0,5.0,2890.0
광주,전용면적 60제곱미터이하,2017.0,5.0,
광주,전용면적 60제곱미터초과 85제곱미터이하,2017.0,5.0,2877.0
광주,전용면적 85제곱미터초과 102제곱미터이하,2017.0,5.0,2880.0
광주,전용면적 102제곱미터초과,2017.0,5.0,3358.0
대전,모든면적,2017.0,5.0,2739.0
대전,전용면적 60제곱미터이하,2017.0,5.0,2849.0
대전,전용면적 60제곱미터초과 85제곱미터이하,2017.0,5.0,2685.0
대전,전용면적 85제곱미터초과 102제곱미터이하,2017.0,5.0,2600.0
대전,전용면적 102제곱미터초과,2017.0,5.0,4328.0
울산,모든면적,2017.0,5.0,3578.0
울산,전용면적 60제곱미터이하,2017.0,5.0,2904.0
울산,전용면적 60제곱미터초과 85제곱미터이하,2017.0,5.0,3591.0
울산,전용면적 85제곱미터초과 102제곱미터이하,2017.0,5.0,
울산,전용면적 102제곱미터초과,2017.0,5.0,3137.0
세종,모든면적,2017.0,5.0,2729.0
세종,전용면적 60제곱미터이하,2017.0,5.0,2769.0
세종,전용면적 60제곱미터초과 85제곱미터이하,2017.0,5.0,2698.0
세종,전용면적 85제곱미터초과 102제곱미터이하,2017.0,5.0,2787.0
세종,전용면적 102제곱미터초과,2017.0,5.0,2713.0
강원,모든면적,2017.0,5.0,2084.0
강원,전용면적 60제곱미터이하,2017.0,5.0,2096.0
강원,전용면적 60제곱미터초과 85제곱미터이하,2017.0,5.0,2084.0
강원,전용면적 85제곱미터초과 102제곱미터이하,2017.0,5.0,2221.0
강원,전용면적 102제곱미터초과,2017.0,5.0,2282.0
충북,모든면적,2017.0,5.0,2050.0
충북,전용면적 60제곱미터이하,2017.0,5.0,2162.0
충북,전용면적 60제곱미터초과 85제곱미터이하,2017.0,5.0,2048.0
충북,전용면적 85제곱미터초과 102제곱미터이하,2017.0,5.0,2563.0
충북,전용면적 102제곱미터초과,2017.0,5.0,2564.0
충남,모든면적,2017.0,5.0,2222.0
충남,전용면적 60제곱미터이하,2017.0,5.0,2327.0
충남,전용면적 60제곱미터초과 85제곱미터이하,2017.0,5.0,2229.0
충남,전용면적 85제곱미터초과 102제곱미터이하,2017.0,5.0,2963.0
충남,전용면적 102제곱미터초과,2017.0,5.0,2758.0
전북,모든면적,2017.0,5.0,2130.0
전북,전용면적 60제곱미터이하,2017.0,5.0,2322.0
전북,전용면적 60제곱미터초과 85제곱미터이하,2017.0,5.0,2127.0
전북,전용면적 85제곱미터초과 102제곱미터이하,2017.0,5.0,2321.0
전북,전용면적 102제곱미터초과,2017.0,5.0,2373.0
전남,모든면적,2017.0,5.0,2165.0
전남,전용면적 60제곱미터이하,2017.0,5.0,2151.0
전남,전용면적 60제곱미터초과 85제곱미터이하,2017.0,5.0,2169.0
전남,전용면적 85제곱미터초과 102제곱미터이하,2017.0,5.0,2379.0
전남,전용면적 102제곱미터초과,2017.0,5.0,2307.0
경북,모든면적,2017.0,5.0,2363.0
경북,전용면적 60제곱미터이하,2017.0,5.0,2390.0
경북,전용면적 60제곱미터초과 85제곱미터이하,2017.0,5.0,2358.0
경북,전용면적 85제곱미터초과 102제곱미터이하,2017.0,5.0,2690.0
경북,전용면적 102제곱미터초과,2017.0,5.0,2667.0
경남,모든면적,2017.0,5.0,2418.0
경남,전용면적 60제곱미터이하,2017.0,5.0,2534.0
